Wardno,Partno,From ,to,EnglishBoothAddress,MarathiBoothAddress
143,90,,,Swami Vivekanand High School Arunodaya Society (M.P.Road Dombivali West 421202) - Ground Floor Mandap Partition.4,स्वामी विवेकानंद माध्यमिक शाळा अरुणोदय सोसायटी (एम पी रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला मंडप पार्टीशन क्र.४
143,91,,,Maratha Hitvardhak Mandal Karyalya (Mahatma Phule Road Dombivali West 421202) - Ground Floor Partition Room No.1,मराठा हितवर्धक मंडळ कार्यालय (महात्मा फुले रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला पार्टीशन खोली क्र.१
143,92,,,Maratha Hitvardhak Mandal Karyalya (Mahatma Phule Road Dombivali West 421202) - Ground Floor Partition Room No.2,मराठा हितवर्धक मंडळ कार्यालय (महात्मा फुले रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला पार्टीशन खोली क्र.२
143,93,,,Kidland English Medium School(Kopar Cross Road Dombivali West 421202) - Ground Floor Room No.1,किडलँड इंग्लिश मिडीयम स्कूल(कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,94,,,Vande Matram Degree College(Nemade Road Telkos Wadi Dombivali West 421202 ) - Ground Floor Hall Partition No.1,वंदे मातरम डिग्री कॉलेज(नेमाडे मार्ग तेलकोसवाडी डोंबिवली पश्चिम ४२१२०२) - तळमजला हॉल पार्टिशन क्र. १
143,95,,,Vande Matram Degree College(Nemade Road Telkos Wadi Dombivali West 421202 ) - Ground Floor Hall Partition No.2,वंदे मातरम डिग्री कॉलेज(नेमाडे मार्ग तेलकोसवाडी डोंबिवली पश्चिम ४२१२०२) - तळमजला हॉल पार्टिशन क्र. २
143,96,,,Kidland English Medium School(Kopar Cross Road Dombivali West 421202) - Ground Floor Hall Partition No.1,किडलँड इंग्लिश मिडीयम स्कूल(कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला हॉल पार्टीशन क्र.१
143,97,,,Kidland English Medium School(Kopar Cross Road Dombivali West 421202) - Ground Floor Hall Partition No.2,किडलँड इंग्लिश मिडीयम स्कूल(कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला हॉल पार्टीशन क्र.२
143,98,,,Kidland English Medium School(Kopar Cross Road Dombivali West 421202) - Ground Floor Hall Partition No.3,किडलँड इंग्लिश मिडीयम स्कूल(कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला हॉल पार्टीशन क्र.३
143,99,,,Jan Gan Man English Medium School(Jmf Sanskruti Vihar Nemade Marg Telkoswadi Dombivali West 421202) - Ground Floor Room No.1,जन गण मन इंग्लिश मिडीयम स्कूल (जेएमएफ संस्कृती विहार नेमाडे मार्ग तेलकोसवाडी डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,100,,,Jan Gan Man English Medium School(Jmf Sanskruti Vihar Nemade Marg Telkoswadi Dombivali West 421202) - Ground Floor Room No.2,जन गण मन इंग्लिश मिडीयम स्कूल (जेएमएफ संस्कृती विहार नेमाडे मार्ग तेलकोसवाडी डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,101,,,Jan Gan Man English Medium School(Jmf Sanskruti Vihar Nemade Marg Telkoswadi Dombivali West 421202) - Ground Floor Room No.3,जन गण मन इंग्लिश मिडीयम स्कूल (जेएमएफ संस्कृती विहार नेमाडे मार्ग तेलकोसवाडी डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.३
143,102,,,Samaj Unnati Mandal Bharat Mata Vidyalya(Juni Dombivali West 421202) - Ground Floor Room No.1,समाज उन्नती मंडळाचे भारत माता विद्यालय (जुनी डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,103,,,Kdmc School No.66 (Old Dombivali West 421202) - Ground Floor Room No.1,कडोंमपा शाळा क्र.६६ (जुनी डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,104,,,Kdmc School No.66 (Old Dombivali West 421202) - Ground Floor Room No.2,कडोंमपा शाळा क्र.६६ (जुनी डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,105,,,Charu Bama Mhatre Secondary School (Kopar Dombivali West 421202) - New Building Ground Floor Room No.1,चारू बामा म्हात्रे माध्यमिक शाळा(कोपर डोंबिवली पश्चिम ४२१२०२) - नवीन इमारत तळमजला खोली क्र.१
143,106,,,Charu Bama Mhatre Secondary School (Kopar Dombivali West 421202) - New Building Ground Floor Room No.2,चारू बामा म्हात्रे माध्यमिक शाळा(कोपर डोंबिवली पश्चिम ४२१२०२) - नवीन इमारत तळमजला खोली क्र.२
143,107,,,Charu Bama Mhatre Secondary School (Kopar Dombivali West 421202) - New Building Ground Floor Room No.3,चारू बामा म्हात्रे माध्यमिक शाळा(कोपर डोंबिवली पश्चिम ४२१२०२) - नवीन इमारत तळमजला खोली क्र.३
143,108,,,Charu Bama Mhatre Secondary School (Kopar Dombivali West 421202) - New Building Ground Floor Room No.4,चारू बामा म्हात्रे माध्यमिक शाळा(कोपर डोंबिवली पश्चिम ४२१२०२) - नवीन इमारत तळमजला खोली क्र.४
143,109,,,Charu Bama Mhatre Secondary School (Kopar Dombivali West 421202) - Old Building Ground Floor Room No.1,चारू बामा म्हात्रे माध्यमिक शाळा(कोपर डोंबिवली पश्चिम ४२१२०२) - जुनी इमारत तळमजला खोली क्र.१
143,110,,,Charu Bama Mhatre Secondary School (Kopar Dombivali West 421202) - Old Building Ground Floor Room No.2,चारू बामा म्हात्रे माध्यमिक शाळा(कोपर डोंबिवली पश्चिम ४२१२०२) - जुनी इमारत तळमजला खोली क्र.२
143,111,,,Charu Bama Mhatre Secondary School (Kopar Dombivali West 421202) - Old Building Open Ground Mandap,चारू बामा म्हात्रे माध्यमिक शाळा(कोपर डोंबिवली पश्चिम ४२१२०२) - जुनी इमारत समोर मोकळ्या मैदानात मंडप पार्टीशन
143,112,,,Kdmc Marathi School No.22 (Kopar Gaon Dombivali West 421202) - Ground Floor Room No.1,कडोंमपा मराठी शाळा क्र.२२ (कोपरगाव डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,113,,,Kdmc Marathi School No.22 (Kopar Gaon Dombivali West 421202) - Ground Floor Room No.2,कडोंमपा मराठी शाळा क्र.२२ (कोपरगाव डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,114,,,Kdmc Marathi School No.22 (Kopar Gaon Dombivali West 421202) - Ground Floor Room No.3,कडोंमपा मराठी शाळा क्र.२२ (कोपरगाव डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.३
143,115,,,Kdmc Shashtrinagar Hospital (Kopar Road Dombivali West 421202) - Ground Floor Room No.1,कडोंमपा शास्त्रीनगर हॉस्पिटल (कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,116,,,Kdmc Shashtrinagar Hospital (Kopar Road Dombivali West 421202) - Ground Floor Room No.2,कडोंमपा शास्त्रीनगर हॉस्पिटल (कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,117,,,Kdmc Shashtrinagar Hospital (Kopar Road Dombivali West 421202) - Ground Floor Room No.3,कडोंमपा शास्त्रीनगर हॉस्पिटल (कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.३
143,118,,,Kdmc Shashtrinagar Hospital (Kopar Road Dombivali West 421202) - Ground Floor Room No.4,कडोंमपा शास्त्रीनगर हॉस्पिटल (कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.४
143,119,,,Kdmc Shashtrinagar Hospital (Kopar Road Dombivali West 421202) - Ground Floor Room No.5,कडोंमपा शास्त्रीनगर हॉस्पिटल (कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.५
143,120,,,Kdmc Shashtrinagar Hospital (Kopar Road Dombivali West 421202) - Ground Floor Room No.6,कडोंमपा शास्त्रीनगर हॉस्पिटल (कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.६
143,121,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Open Hall Partition No.1,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला मोकळा हॉल पार्टिशन क्र.१
143,122,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Open Hall Partition No.2,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला मोकळा हॉल पार्टिशन क्र.२
143,123,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Open Hall Partition No.3,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला मोकळा हॉल पार्टिशन क्र.३
143,124,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Open Ground Mandap Partition No.1,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - मोकळ्या जागेत मंडप क्र.१
143,125,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Open Ground Mandap Partition No.2,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - मोकळ्या जागेत मंडप क्र.२
143,126,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Partition No.1 In Shed In Front Of Gate No.1,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला गेट क्र.१ समोर शेड मध्ये पार्टिशन क्र.१
143,127,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Gate No.1 In Front Of Shed Partition No.2,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला गेट क्र.१ समोर शेड मध्ये पार्टिशन क्र.२
143,128,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Room No.1,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,129,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - School Ground Floor Room No.2,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,130,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Room No.3,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.३
143,131,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Room No.4,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.४
143,132,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Room No.5,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.५
143,133,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Room No.6,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.६
143,134,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Ground Floor Gate No.2 Shed Partition No.1,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला गेट क्र.२ शेड पार्टिशन क्र.१
143,135,,,South Indian Secondary School (Kopar Road Dombivali West 421202) - Open Hall Partition No.4,साउथ इंडियन माध्यमिक शाळा(कोपर रोड डोंबिवली पश्चिम ४२१२०२) - मोकळा हॉल पार्टीशन क्रमांक ४
143,136,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.2 Ground Floor Room No,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.२ तळमजला खोली क्र.१
143,137,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.2 Ground Floor Room No.2,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.२ तळमजला खोली क्र.२
143,138,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.3 Ground Floor Room No.1,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.३ तळमजला खोली क्र.१
143,139,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.3 Ground Floor Room No.2,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.३ तळमजला खोली क्र.२
143,140,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.4 Ground Floor Room No.1,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.४ तळमजला खोली क्र.१
143,141,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.4 Ground Floor Room No.2,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.४ तळमजला खोली क्र.२
143,142,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.5 Ground Floor Room No.1,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.५ तळमजला खोली क्र.१
143,143,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Building No.5 Ground Floor Room No.2,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.५ तळमजला खोली क्र.२
143,144,,,Jondhale Secondary School (Kopar Cross Road Dombivali West 421202) - Bldg.No.5 Room No.3,जोंधळे माध्यमिक शाळा (कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - बिल्डिंग क्र.५ तळमजला खोली क्र.३
143,145,,,S H Jondhale Polytechnic College(Kopar Cross RoadDombivali West 421202) - Civil Lav Room No.1,स.है.जोंधळे पॉलिटेक्निक कॉलेज(कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - सिव्हिल लॅब खोली क्र.१
143,146,,,S H Jondhale Polytechnic College(Kopar Cross RoadDombivali West 421202) - Civil Lab Room No.02,स.है.जोंधळे पॉलिटेक्निक कॉलेज(कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - सिव्हिल लॅब खोली क्र.२
143,147,,,S H Jondhale Polytechnic College(Kopar Cross RoadDombivali West 421202) - Technical Workshop,स.है.जोंधळे पॉलिटेक्निक कॉलेज(कोपर क्रॉस रोड डोंबिवली पश्चिम ४२१२०२) - तंत्रनिकेतन वर्कशॉप
143,148,,,Swami Vivekanand Vidyamandir Ranapratap Bhavan (Devi Chowk Dombivali West 421202) - Ground Floor Hall Partition No.1,स्वामी विवेकानंद विद्यामंदिर राणा प्रताप भवन (देवी चौक डोंबिवली पश्चिम ४२१२०२) - तळमजला हॉल पार्टीशन क्र.१
143,149,,,Swami Vivekanand Vidyamandir Ranapratap Bhavan (Devi Chowk Dombivali West 421202) - Ground Floor Hall Partition No.2,स्वामी विवेकानंद विद्यामंदिर राणा प्रताप भवन (देवी चौक डोंबिवली पश्चिम ४२१२०२) - तळमजला हॉल पार्टीशन क्र.२
143,150,,,Swami Vivekanand Vidyamandir Ranapratap Bhavan (Devi Chowk Dombivali West 421202) - Ground Floor Room No.1,स्वामी विवेकानंद विद्यामंदिर राणा प्रताप भवन (देवी चौक डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,151,,,Swami Vivekanand Vidyamandir Ranapratap Bhavan (Devi Chowk Dombivali West 421202) - Ground Floor Room No.2,स्वामी विवेकानंद विद्यामंदिर राणा प्रताप भवन (देवी चौक डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,152,,,Swami Vivekanand Vidyamandir Ranapratap Bhavan (Devi Chowk Dombivali West 421202) - Ground Floor Room No.3,स्वामी विवेकानंद विद्यामंदिर राणा प्रताप भवन (देवी चौक डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.३
143,153,,,Mahatma Gandhi Vidyalya(Phule Road Dombivali West 421202) - Ground Floor Room No.1,महत्मा गांधी विद्यालय(फुले रोड डोंबीवली पश्चिम 421202) - तळमजला खोली क्र.१
143,154,,,Mahatma Gandhi Vidyalya(Phule Road Dombivali West 421202) - Ground Floor Room No.2,महत्मा गांधी विद्यालय(फुले रोड डोंबीवली पश्चिम 421202) - तळमजला खोली क्र.२
143,155,,,Aadhar Heights Soc.(Nr Bhagshala MaidanDombivali West 421202) - Parking Partition No.1,आधार हाईटस सोसायटी(भागशाळा मैदानजवळ डोंबिवली पश्चिम ४२१२०२) - वाहनतळ पार्टीशन क्र.१
143,156,,,Aadhar Heights Soc.(Nr Bhagshala MaidanDombivali West 421202) - Parking Partition No.2,आधार हाईटस सोसायटी(भागशाळा मैदानजवळ डोंबिवली पश्चिम ४२१२०२) - वाहनतळ पार्टीशन क्र.२
143,157,,,Aadhar Heights Soc.(Nr Bhagshala MaidanDombivali West 421202) - Parking Partition No.3,आधार हाईटस सोसायटी(भागशाळा मैदानजवळ डोंबिवली पश्चिम ४२१२०२) - वाहनतळ पार्टीशन क्र.३
143,158,,,Parvatibai Sakharam Jondhale Vidyalya(Ganesh Nagar Dombivali West 421202) - Ground Floor Room No.1,पार्वतीबाई सखाराम जोंधळे विद्यालय(गणेश नगरडोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,159,,,Parvatibai Sakharam Jondhale Vidyalya(Ganesh Nagar Dombivali West 421202) - Ground Floor Room No.2.,पार्वतीबाई सखाराम जोंधळे विद्यालय(गणेश नगरडोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,160,,,Parvatibai Sakharam Jondhale Vidyalya(Ganesh Nagar Dombivali West 421202) - Ground Floor Room No.3.,पार्वतीबाई सखाराम जोंधळे विद्यालय(गणेश नगरडोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.३
143,161,,,Parvatibai Sakharam Jondhale Vidyalya(Ganesh Nagar Dombivali West 421202) - Open Space Mandap,पार्वतीबाई सखाराम जोंधळे विद्यालय(गणेश नगरडोंबिवली पश्चिम ४२१२०२) - मोकळ्या जागेतील मंडप
143,162,,,Parvatibai Sakharam Jondhale Vidyalya(Ganesh Nagar Dombivali West 421202) - Room No.4,पार्वतीबाई सखाराम जोंधळे विद्यालय(गणेश नगरडोंबिवली पश्चिम ४२१२०२) - खोली क्र.४
143,163,,,Trimurti Co.Op Housing Soc(Ganesh Nagar Dombivali West 421202) - Trimurti Sabhagruh Partition No.1,त्रिमूर्ती को. ऑप. हौसिंग सोसायटीचे (गणेश नगर डोंबिवली पश्चिम ४२१२०२) - त्रिमूर्ती सभागृह पार्टीशन क्र.१
143,164,,,Trimurti Co.Op Housing Soc(Ganesh Nagar Dombivali West 421202) - Trimurti Sabhagruh Partition No.2,त्रिमूर्ती को. ऑप. हौसिंग सोसायटीचे (गणेश नगर डोंबिवली पश्चिम ४२१२०२) - त्रिमूर्ती सभागृह पार्टीशन क्र.२
143,165,,,Trimurti Co.Op Housing Soc(Ganesh Nagar Dombivali West 421202) - Trimurti Sabhagruh Partition No.3,त्रिमूर्ती को. ऑप. हौसिंग सोसायटीचे (गणेश नगर डोंबिवली पश्चिम ४२१२०२) - त्रिमूर्ती सभागृह पार्टीशन क्र.३
143,166,,,Savitri Co-Op.Housing Society Ltd (Bhagshala Maidan Dombivali West 421202) - Parking Partition No.1,सावित्री को.ऑप.हौ.सोसायटी लिमिटेड (भागशाळा मैदानजवळ डोंबिवली पश्चिम ४२१२०२) - तळमजला वाहनतळ पार्टिशन क्र.१
143,167,,,Savitri Co-Op.Housing Society Ltd (Bhagshala Maidan Dombivali West 421202) - Parking Partition No.2,सावित्री को.ऑप.हौ.सोसायटी लिमिटेड (भागशाळा मैदानजवळ डोंबिवली पश्चिम ४२१२०२) - तळमजला वाहनतळ पार्टिशन क्र..२
143,168,,,Savitri Co-Op.Housing Society Ltd (Bhagshala Maidan Dombivali West 421202) - Parking Partition No.3,सावित्री को.ऑप.हौ.सोसायटी लिमिटेड (भागशाळा मैदानजवळ डोंबिवली पश्चिम ४२१२०२) - तळमजला वाहनतळ पार्टिशन क्र.३
143,169,,,Savitri Co-Op.Housing Society Ltd (Bhagshala Maidan Dombivali West 421202) - Parking Partition No.4,सावित्री को.ऑप.हौ.सोसायटी लिमिटेड (भागशाळा मैदानजवळ डोंबिवली पश्चिम ४२१२०२) - तळमजला वाहनतळ पार्टिशन क्र.४
143,170,,,Sarswati Vidyamandir School (Bhagshala Maidan Dombivali West 421202) - Ground Floor Room No.1,सरस्वती विद्यामंदिर शाळा (भागशाळा मैदानासमोर डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.१
143,171,,,Sarswati Vidyamandir School (Bhagshala Maidan Dombivali West 421202) - Ground Floor Room No.2,सरस्वती विद्यामंदिर शाळा (भागशाळा मैदानासमोर डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.२
143,172,,,Sarswati Vidyamandir School (Bhagshala Maidan Dombivali West 421202) - Ground Floor Room No.3,सरस्वती विद्यामंदिर शाळा (भागशाळा मैदानासमोर डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.३
143,173,,,Sarswati Vidyamandir School (Bhagshala Maidan Dombivali West 421202) - Ground Floor Room No.4,सरस्वती विद्यामंदिर शाळा (भागशाळा मैदानासमोर डोंबिवली पश्चिम ४२१२०२) - तळमजला खोली क्र.४
143,174,,,Yogeshwar Rama Ashish Society (M.G.Road Dombivali West 421202) - Parking Area Partition No.1,योगेश्वर रमा आशिष सोसायटी (एम जी.रोड डोंबिवली पश्चिम ४२१२०२) - वाहनतळ पार्टिशन क्र.१
143,175,,,Yogeshwar Rama Ashish Society (M.G.Road Dombivali West 421202) - Parking Area Partition No.2,योगेश्वर रमा आशिष सोसायटी (एम जी.रोड डोंबिवली पश्चिम ४२१२०२) - वाहनतळ पार्टिशन क्र.२
143,176,,,Dnyaneshwari Office Hall (Phule Road Dombivali West 421202) - Ground Floor Partition No.1,ज्ञानेश्वरी कार्यालय हॉल(फुले रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला पार्टीशन क्र.१
143,177,,,Dnyaneshwari Office Hall (Phule Road Dombivali West 421202) - Ground Floor Partition No.2,ज्ञानेश्वरी कार्यालय हॉल(फुले रोड डोंबिवली पश्चिम ४२१२०२) - तळमजला पार्टीशन क्र.२
143,178,,,Aadarsh Vidyalay(Rajaji Path Dombivali East 421201) - Ground Floor Room No.1,आदर्श विद्यालय (राजाजी पथ डोंबिवली पूर्व ४२१२०१) - तळमजला खोली क्र.१
143,179,,,Aadarsh Vidyalay(Rajaji Path Dombivali East 421201) - Ground Floor Hall Partition No.1,आदर्श विद्यालय (राजाजी पथ डोंबिवली पूर्व ४२१२०१) - तळमजला हॉल पार्टीशन १
143,180,,,Aadarsh Vidyalay(Rajaji Path Dombivali East 421201) - Ground Floor Hall Partition No.2,आदर्श विद्यालय (राजाजी पथ डोंबिवली पूर्व ४२१२०१) - तळमजला हॉल पार्टीशन क्र.२
143,181,,,Swami Vivekanand Vidyamandir (Rajaji Path Dombivali East 421201) - Ground Floor Room No.1,स्वामी विवेकानंद विद्यामंदिर (राजाजी पथ डोंबिवली पूर्व ४२१२०१) - तळमजला खोली क्र.१
143,182,,,Swami Vivekanand Vidyamandir (Rajaji Path Dombivali East 421201) - Ground Floor Room No.2,स्वामी विवेकानंद विद्यामंदिर (राजाजी पथ डोंबिवली पूर्व ४२१२०१) - तळमजला खोली क्र.२
